podName,nodeName,imageName,podStartTime,pullingTime,pulledTime,pullImageTotalTime
imagepullns/multi100m200testbjmzl-5fd7448897-xvrrc,cnnorth1a-pod16-common001-cna063,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:03,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testff4tv-c8cddd78f-cm6rm,cnnorth1a-pod16-common001-cna067,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:08,2019-01-18 18:29:32,2019-01-18 18:29:35,3000
imagepullns/multi100m200testrzcfg-84b684d749-67fb4,cnnorth1a-pod16-common001-cna005,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:11,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200test4b6mp-6b6c94d6b9-7ncxx,cnnorth1a-pod16-common001-cna010,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:03,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testbjmzl-5fd7448897-p6trz,cnnorth1a-pod16-common001-cna062,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:04,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testff4tv-c8cddd78f-68prv,cnnorth1a-pod16-common001-cna063,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:07,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testbjmzl-5fd7448897-n2pqh,cnnorth1a-pod16-common001-cna059,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:05,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200test4b6mp-6b6c94d6b9-7v4xg,cnnorth1a-pod16-common001-cna064,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:04,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200test4b6mp-6b6c94d6b9-8nbrj,cnnorth1a-pod16-common001-cna072,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:04,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200test4b6mp-6b6c94d6b9-pclbf,cnnorth1a-pod16-common001-cna030,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:03,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200test4b6mp-6b6c94d6b9-plpg9,cnnorth1a-pod16-common001-cna056,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:03,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200test4b6mp-6b6c94d6b9-vx8vv,cnnorth1a-pod16-common001-cna044,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:04,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testbjmzl-5fd7448897-5nvlm,cnnorth1a-pod16-common001-cna063,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:07,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testbjmzl-5fd7448897-l5s9w,cnnorth1a-pod16-common001-cna071,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:06,2019-01-18 18:29:30,2019-01-18 18:29:30,0
imagepullns/multi100m200testff4tv-c8cddd78f-5t4x9,cnnorth1a-pod16-common001-cna057,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:06,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testff4tv-c8cddd78f-9f8l4,cnnorth1a-pod16-common001-cna013,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:10,2019-01-18 18:29:23,2019-01-18 18:29:23,0
imagepullns/multi100m200testff4tv-c8cddd78f-rgvks,cnnorth1a-pod16-common001-cna066,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:08,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testff4tv-c8cddd78f-z9n5b,cnnorth1a-pod16-common001-cna054,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:09,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testrzcfg-84b684d749-pfn6r,cnnorth1a-pod16-common001-cna070,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:11,2019-01-18 18:30:36,2019-01-18 18:30:36,0
imagepullns/multi100m200testrzcfg-84b684d749-vhhz4,cnnorth1a-pod16-common001-cna015,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:08,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testrzcfg-84b684d749-xkcsp,cnnorth1a-pod16-common001-cna057,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:11,2019-01-18 18:29:13,2019-01-18 18:29:14,1000
imagepullns/multi100m200testrzcfg-84b684d749-557qj,cnnorth1a-pod16-common001-cna064,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:09,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200test4b6mp-6b6c94d6b9-5ftw8,cnnorth1a-pod16-common001-cna013,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:04,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200test4b6mp-6b6c94d6b9-lr6cl,cnnorth1a-pod16-common001-cna057,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:03,2019-01-18 18:29:04,2019-01-18 18:29:07,3000
imagepullns/multi100m200testbjmzl-5fd7448897-n46js,cnnorth1a-pod16-common001-cna066,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:07,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testff4tv-c8cddd78f-5q8qj,cnnorth1a-pod16-common001-cna062,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:10,2019-01-18 18:29:16,2019-01-18 18:29:20,4000
imagepullns/multi100m200testff4tv-c8cddd78f-7phrr,cnnorth1a-pod16-common001-cna069,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:03,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testff4tv-c8cddd78f-92p9p,cnnorth1a-pod16-common001-cna015,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:07,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testff4tv-c8cddd78f-xf47z,cnnorth1a-pod16-common001-cna023,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:08,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testrzcfg-84b684d749-8lskl,cnnorth1a-pod16-common001-cna056,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:11,2019-01-18 18:29:13,2019-01-18 18:29:16,3000
imagepullns/multi100m200testrzcfg-84b684d749-nzw6c,cnnorth1a-pod16-common001-cna061,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:11,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200test4b6mp-6b6c94d6b9-2kxxr,cnnorth1a-pod16-common001-cna064,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:03,2019-01-18 18:30:28,2019-01-18 18:30:30,2000
imagepullns/multi100m200testff4tv-c8cddd78f-2cnx2,cnnorth1a-pod16-common001-cna058,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:08,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testff4tv-c8cddd78f-7m999,cnnorth1a-pod16-common001-cna045,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:08,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200test4b6mp-6b6c94d6b9-5ftlz,cnnorth1a-pod16-common001-cna072,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:03,2019-01-18 18:29:47,2019-01-18 18:29:50,3000
imagepullns/multi100m200testbjmzl-5fd7448897-pnzm6,cnnorth1a-pod16-common001-cna041,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:05,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testff4tv-c8cddd78f-94fk7,cnnorth1a-pod16-common001-cna044,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:08,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200test4b6mp-6b6c94d6b9-tdpdr,cnnorth1a-pod16-common001-cna057,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:04,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testbjmzl-5fd7448897-j8qvk,cnnorth1a-pod16-common001-cna062,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:06,2019-01-18 18:29:29,2019-01-18 18:29:29,0
imagepullns/multi100m200testbjmzl-5fd7448897-vzfb9,cnnorth1a-pod16-common001-cna013,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:07,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testff4tv-c8cddd78f-bt9d9,cnnorth1a-pod16-common001-cna068,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:08,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testff4tv-c8cddd78f-xhkjc,cnnorth1a-pod16-common001-cna006,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:10,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testbjmzl-5fd7448897-2pkpm,cnnorth1a-pod16-common001-cna010,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:03,2019-01-18 18:29:46,2019-01-18 18:29:46,0
imagepullns/multi100m200testrzcfg-84b684d749-2rwd5,cnnorth1a-pod16-common001-cna062,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:11,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testrzcfg-84b684d749-66jqs,cnnorth1a-pod16-common001-cna062,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:08,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200test4b6mp-6b6c94d6b9-w8rm6,cnnorth1a-pod16-common001-cna061,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:03,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200test4b6mp-6b6c94d6b9-zf5tn,cnnorth1a-pod16-common001-cna014,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:03,2019-01-18 18:29:05,2019-01-18 18:29:09,4000
imagepullns/multi100m200testbjmzl-5fd7448897-gfjl8,cnnorth1a-pod16-common001-cna008,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:05,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testff4tv-c8cddd78f-ts2q6,cnnorth1a-pod16-common001-cna006,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:08,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testrzcfg-84b684d749-4pcsl,cnnorth1a-pod16-common001-cna068,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:09,2019-01-18 18:29:23,2019-01-18 18:29:25,2000
imagepullns/multi100m200testrzcfg-84b684d749-58wd2,cnnorth1a-pod16-common001-cna057,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:06,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200test4b6mp-6b6c94d6b9-psxgc,cnnorth1a-pod16-common001-cna070,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:04,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200test4b6mp-6b6c94d6b9-vfxgm,cnnorth1a-pod16-common001-cna008,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:03,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testbjmzl-5fd7448897-8gjlz,cnnorth1a-pod16-common001-cna053,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:05,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testbjmzl-5fd7448897-kgsrf,cnnorth1a-pod16-common001-cna015,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:06,2019-01-18 18:29:32,2019-01-18 18:29:35,3000
imagepullns/multi100m200testff4tv-c8cddd78f-4865w,cnnorth1a-pod16-common001-cna071,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:10,2019-01-18 18:29:55,2019-01-18 18:29:55,0
imagepullns/multi100m200testff4tv-c8cddd78f-j79f4,cnnorth1a-pod16-common001-cna052,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:06,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testff4tv-c8cddd78f-sj294,cnnorth1a-pod16-common001-cna041,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:10,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testrzcfg-84b684d749-6wz4q,cnnorth1a-pod16-common001-cna055,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:03,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200test4b6mp-6b6c94d6b9-8fw9g,cnnorth1a-pod16-common001-cna006,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:03,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testrzcfg-84b684d749-9xs55,cnnorth1a-pod16-common001-cna039,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:06,0001-01-01 00:00:00,0001-01-01 00:00:00,0
imagepullns/multi100m200testrzcfg-84b684d749-sww7k,cnnorth1a-pod16-common001-cna054,100.125.0.198:20202/image-pull-test/myimage_33g:latest,2019-01-18 18:29:09,0001-01-01 00:00:00,0001-01-01 00:00:00,0
